name,slug,description,price,cost_price,category_slug,image_url,barcode,plu,sku,stock_quantity,low_stock_threshold,tax_rate,is_active
CARTOON BAGS 100CT 1G,cartoon-bags-100ct-1g,,6,4,general-general,,1E+11,,,0,5,0,1
CARTOON BAGS 100CT 3.5G,cartoon-bags-100ct-35g,,7,5,general-general,,1E+11,,,0,5,0,1
CARTOON BAGS 50CT,cartoon-bags-50ct,,4.5,2.5,general-general,,1E+11,,,0,5,0,1
CHAPSTICK LIP BALM BLISTER MOISTURE 1 CT,chapstick-lip-balm-blister-moisture-1-ct,,1.49,1.24,general-general,,1E+11,,,0,5,0,1
CHAPSTICK LIP BALM BLISTER REG1 CT,chapstick-lip-balm-blister-reg1-ct,,1.49,1.24,general-general,,1E+11,,,0,5,0,1
CHAPSTICK LIP BALM BLISTER STRAWBERRY 1 CT,chapstick-lip-balm-blister-strawberry-1-ct,,1.49,1.24,general-general,,1E+11,,,0,5,0,1
CHECK PLUS NOTEBOOK 1 CT,check-plus-notebook-1-ct,,0.99,0.58,general-general,,1E+11,,8.4018E+11,0,5,0,1
CHEESE & CHEDDAR SANDWICH CRACKERS 1.8 OZ,cheese-cheddar-sandwich-crackers-18-oz,,7.49,0,general-general,,1E+11,,030100211471,-3,5,0,1
CHEESE & PEANUT BUTTER SANDWITCH 1.8 OZ,cheese-peanut-butter-sandwitch-18-oz,,7.49,6.49,general-general,,1E+11,,030100211655,-4,5,0,1
CHEEZ-IT ORIGINAL 3 OZ 6 CT,cheez-it-original-3-oz-6-ct,,6.99,6,general-general,,1E+11,,024100191338,0,5,0,1
CHEEZ-IT WHITE CHEDDAR 3 OZ 6 CT,cheez-it-white-cheddar-3-oz-6-ct,,6.99,6,general-general,,1E+11,,024100315338,-3,5,0,1
CHIPS AHOY CHEWY 13OZ,chips-ahoy-chewy-13oz,,2.99,2.5,general-general,,1E+11,,044000032234,-4,5,0,1
CHIPS AHOY HERSHEYS 9.6OZ,chips-ahoy-hersheys-96oz,,2.99,2.5,general-general,,1E+11,,044000069865,-4,5,0,1
CHIPS AHOY ORIGINAL 130Z,chips-ahoy-original-130z,,2.99,2.5,general-general,,1E+11,,044000032197,-4,5,0,1
CHOW MEIN CHICKEN 40Z 8CT,chow-mein-chicken-40z-8ct,,12.99,11.1,general-general,,1E+11,,070662082713,0,5,0,1
CLARITIN ALLERGY RELIEF 5 TAB 1 CT,claritin-allergy-relief-5-tab-1-ct,,6.99,5.83,general-general,,1E+11,,041100080226,0,5,0,1
CLOSE UP TOOTHBRUSH RIGHT ANGLE MEDIUM 12 CT,close-up-toothbrush-right-angle-medium-12-ct,,5.99,5.04,general-general,,1E+11,,6.72936E+11,-1,5,0,1
CLUB & CHEDDATR SANDWITCH 1.8 OZ,club-cheddatr-sandwitch-18-oz,,7.49,6.49,general-general,,1E+11,,030100211631,-1,5,0,1
COLGATE TOOTHBRUSH  MEDIUM 6 CT,colgate-toothbrush-medium-6-ct,,2.99,2.46,general-general,,1E+11,,3003500055,-4,5,0,1
COLGATE TOOTHBRUSH FIRMS 6 CT,colgate-toothbrush-firms-6-ct,,2.99,2.46,general-general,,1E+11,,3.0035E+13,-4,5,0,1
COLGATE TOOTHPASTE  2.5 OZ + 1.5 OZ REGULAR 6 CT,colgate-toothpaste-25-oz-15-oz-regular-6-ct,,5.49,4.8,general-general,,1E+11,,035000444356,0,5,0,1
COLGATE TOOTHPASTE 2.5 OZ REGULAR CAVITY PROTECTION 6 CT,colgate-toothpaste-25-oz-regular-cavity-protection-6-ct,,5.5,4.44,general-general,,1E+11,,035000511058,-6,5,0,1
COLGATE TOOTHPASTE 2.5 OZ SPARKING WHITE MINT ZING 6 CT,colgate-toothpaste-25-oz-sparking-white-mint-zing-6-ct,,5.5,4.44,general-general,,1E+11,,035000511072,-2,5,0,1
COLGATE TOOTHPASTE TRIPLE ACTION 8.0 OZ,colgate-toothpaste-triple-action-80-oz,,0.99,0.74,general-general,,1E+11,,035000510860,0,5,0,1
CREST MOUTH WASH 36 ML SCOPE CLASSIC 1 CT,crest-mouth-wash-36-ml-scope-classic-1-ct,,0.75,0.56,general-general,,1E+11,,037000956587,0,5,0,1
DAVID SUNFLOWER SEEDS RANCH 36CT,david-sunflower-seeds-ranch-36ct,,13.49,11.111,general-general,,1E+11,,026200004587,-3,5,0,1
DAWN DISHWASH LIQUID ORIGINAL 1 CT,dawn-dishwash-liquid-original-1-ct,,1.99,1,general-general,,1E+11,,,0,5,0,1
DEGREE COOL RUSH DEODORANT 1 CT,degree-cool-rush-deodorant-1-ct,,2.2,2.2,general-general,,1E+11,,079400116765,-12,5,0,1
DEGREE DEODORANT STICK 1.6 OZ SHOWER CLEAN,degree-deodorant-stick-16-oz-shower-clean,,1.99,1.7,general-general,,1E+11,,,0,5,0,1
DEGREE DEODORANT STICK 1.7 OZ COOL RUSH,degree-deodorant-stick-17-oz-cool-rush,,1.99,1.71,general-general,,1E+11,,,-6,5,0,1
DEGREE DEODORANT STICK 2.7 OZ EXTREME BLAST,degree-deodorant-stick-27-oz-extreme-blast,,2.69,2.23,general-general,,1E+11,,,0,5,0,1
DEGREE SHEER POWDER DEODORANT 1 CT,degree-sheer-powder-deodorant-1-ct,,1.99,1.7,general-general,,1E+11,,079400251503,-6,5,0,1
DENTYNE ICE GUM  PEPPERMINT 9 CT,dentyne-ice-gum-peppermint-9-ct,,8.99,7.5,general-general,,1E+11,,073390051112,17,5,0,1
DENTYNE ICE GUM SPEARMINT 9 CT,dentyne-ice-gum-spearmint-9-ct,,9.5,7.5,general-general,,1E+11,,073390051143,-1,5,0,1
DENTYNE ICE PEPPERMINT 9CT,dentyne-ice-peppermint-9ct,,9.49,8.06,general-general,,1E+11,,012546097284,-3,5,0,1
DENTYNE ICE SUGER FREE ARTIC CHILL 9CT,dentyne-ice-suger-free-artic-chill-9ct,,8.99,0,general-general,,1E+11,,073390051099,-2,5,0,1
DENTYNE ICE WINTER CHILL 9CT,dentyne-ice-winter-chill-9ct,,8.99,7.25,general-general,,1E+11,,012546005456,-1,5,0,1
DESITIN DIAPER RASH CREAM 2 OZ 1 CT,desitin-diaper-rash-cream-2-oz-1-ct,,4.99,4.25,general-general,,1E+11,,074300003009,0,5,0,1
DIGITAL SCALE JDS-P600 1 CT,digital-scale-jds-p600-1-ct,,3.49,2.75,general-general,,1E+11,,8.52683E+11,0,5,0,1
DISPLY,disply,,0,0,general-general,,1E+11,,,0,5,0,1
DISPOSEIT PREMUIM FORKS 24CT,disposeit-premuim-forks-24ct,,0.99,0.6,general-general,,1E+11,,8.4018E+11,-22,5,0,1
DISPOZEIT PLASTIC CUP BLUE 16 OZ 16 COUNT,dispozeit-plastic-cup-blue-16-oz-16-count,,0.99,0.62,general-general,,1E+11,,8.4018E+11,-8,5,0,1
DISPOZEIT PLASTIC CUTLERY 51 CT SPOON,dispozeit-plastic-cutlery-51-ct-spoon,,0.49,0.38,general-general,,1E+11,,,0,5,0,1
DOUBLE PLATINUM WRAPS STRAWBERRY KIWI,double-platinum-wraps-strawberry-kiwi,,12.49,11.46,general-general,,1E+11,,,0,5,0,1
DOUBLE PLATINUM WRAPS WATERMELON 2/25,double-platinum-wraps-watermelon-225,,12.49,11.46,general-general,,1E+11,,,0,5,0,1
DOUBLE PLATINUM WRAPS WET CHERRY 2/25,double-platinum-wraps-wet-cherry-225,,12.49,11.46,general-general,,1E+11,,,0,5,0,1
DOUBLEMINT SMALL 5 STICK 40 CT,doublemint-small-5-stick-40-ct,,11.99,10,general-general,,1E+11,,022000293220,-4,5,0,1
DOVE BAR SOAP 135 GM GENTLE EXFOLIATING,dove-bar-soap-135-gm-gentle-exfoliating,,0.99,0.78,general-general,,1E+11,,,0,5,0,1
DOVE BAR SOAP 135 GM WHITE (ORIGINAL) 1 CT,dove-bar-soap-135-gm-white-original-1-ct,,0.99,0.77,general-general,,1E+11,,067238891190,210,5,0,1
DOVE BAR SOAP 135M GM PINK 1CT,dove-bar-soap-135m-gm-pink-1ct,,0.99,0.77,general-general,,1E+11,,7.50106E+12,-162,5,0,1
DOVE BAR SOAP 135M GM WHITE 1 CT,dove-bar-soap-135m-gm-white-1-ct,,0.99,0,general-general,,1E+11,,7.50106E+12,172,5,0,1
DOVE SOAP BAR NOURISHING 90GM,dove-soap-bar-nourishing-90gm,,0.99,0.86,general-general,,1E+11,,8.71091E+12,0,5,0,1
DOVE SOAP BAR PAMPERING 9GM,dove-soap-bar-pampering-9gm,,0.99,0.86,general-general,,1E+11,,8.7116E+12,0,5,0,1
DOVE SOAP BAR SENSITIVE SKIN 90GM,dove-soap-bar-sensitive-skin-90gm,,0.99,0.86,general-general,,1E+11,,8.72018E+12,0,5,0,1
DOVE SOAP RESTORING 90 G 1 CT,dove-soap-restoring-90-g-1-ct,,1.1,0.95,general-general,,1E+11,,8.71256E+12,-3,5,0,1
DPOZEIT PLASTIC CUP 50 CT RED IS,dpozeit-plastic-cup-50-ct-red-is,,0,24.6,general-general,,1E+11,,,0,5,0,1
DUCHESS HONEY BUNS 12 CT,duchess-honey-buns-12-ct,,7.99,6.88,general-general,,1E+11,,070953701200,0,5,0,1
DUCHESS MINI POWDERED SUGAR DONUTS 3 OZ 12 CT,duchess-mini-powdered-sugar-donuts-3-oz-12-ct,,8.99,7.98,general-general,,1E+11,,070953891338,0,5,0,1
DUTCH MASTER $1.29 BERRY FUSION 2PK 60CT,dutch-master-129-berry-fusion-2pk-60ct,,23.99,22.59,general-general,,1E+11,,071610341197,-5,5,0,1
DUTCH MASTER $1.29 JAVA FUSION 2PK  60CT,dutch-master-129-java-fusion-2pk-60ct,,23.99,22.59,general-general,,1E+11,,071610341159,0,5,0,1
DUTCH MASTER 3 PK 1.69 CHOCOLATE,dutch-master-3-pk-169-chocolate,,28.49,26.51,general-general,,1E+11,,071610494862,-2,5,0,1
DUTCH MASTER 3PK PALMA BLUE 60CT,dutch-master-3pk-palma-blue-60ct,,39.99,36.84,general-general,,1E+11,,071610499508,10,5,0,1
DUTCH MASTER 4PK HONEY SPORT 5PK,dutch-master-4pk-honey-sport-5pk,,22.49,21.18,general-general,,1E+11,,071610502345,-12,5,0,1
DUTCH MASTERS PALMA 4 PCS 5 CT,dutch-masters-palma-4-pcs-5-ct,,22.49,21.18,general-general,,1E+11,,071610502413,-19,5,0,1
E Z WIDER 1-1/2 BOX 24CT,e-z-wider-1-12-box-24ct,,37.99,36.5,general-general,,1E+11,,074460005073,-2,5,0,1
E-CIGARETTES & VAPORIZER:DISPOSABALE VAPES:CALI 8000 CHERRY LEMONADE 6 CT,e-cigarettes-vaporizer-disposabale-vapes-cali-8000-cherry-lemonade-6-ct,,70,0,e-cigarettes-vaporizer-disposabale-vapes-cali-8000-cherry-lemonade-6-ct,,1E+11,,,0,5,0,1
E-CIGARETTES & VAPORIZER:DISPOSABALE VAPES:CALI 8000 PINEAPPLE SPLASH 6 CT,e-cigarettes-vaporizer-disposabale-vapes-cali-8000-pineapple-splash-6-ct,,70,0,e-cigarettes-vaporizer-disposabale-vapes-cali-8000-pineapple-splash-6-ct,,1E+11,,,0,5,0,1
E-CIGARETTES & VAPORIZER:DISPOSABALE VAPES:CALI UL20000  FROZEN STRAWBERRY RASPBERRY 6CT,e-cigarettes-vaporizer-disposabale-vapes-cali-ul20000-frozen-strawberry-raspberry-6ct,,57,52,e-cigarettes-vaporizer-disposabale-vapes-cali-ul20000-frozen-strawberry-raspberry-6ct,,1E+11,,7.16841E+11,0,5,0,1
E-CIGARETTES & VAPORIZER:DISPOSABALE VAPES:CALI UL20000  PINEAPPLE SPLASH 6CT,e-cigarettes-vaporizer-disposabale-vapes-cali-ul20000-pineapple-splash-6ct,,57,52,e-cigarettes-vaporizer-disposabale-vapes-cali-ul20000-pineapple-splash-6ct,,1E+11,,7.16841E+11,0,5,0,1
E-CIGARETTES & VAPORIZER:DISPOSABALE VAPES:CALI UL20000 CREZY MELON 6CT,e-cigarettes-vaporizer-disposabale-vapes-cali-ul20000-crezy-melon-6ct,,57,52,e-cigarettes-vaporizer-disposabale-vapes-cali-ul20000-crezy-melon-6ct,,1E+11,,7.41655E+11,0,5,0,1
E-CIGARETTES & VAPORIZER:DISPOSABALE VAPES:CALI UL20000 FROZEN BANANA 6CT,e-cigarettes-vaporizer-disposabale-vapes-cali-ul20000-frozen-banana-6ct,,69,60,e-cigarettes-vaporizer-disposabale-vapes-cali-ul20000-frozen-banana-6ct,,1E+11,,7.16841E+11,0,5,0,1
E-CIGARETTES & VAPORIZER:DISPOSABALE VAPES:CALI UL20000 FROZEN BLUE RASBERRY 6CT,e-cigarettes-vaporizer-disposabale-vapes-cali-ul20000-frozen-blue-rasberry-6ct,,69,60,e-cigarettes-vaporizer-disposabale-vapes-cali-ul20000-frozen-blue-rasberry-6ct,,1E+11,,7.16841E+11,0,5,0,1
E-CIGARETTES & VAPORIZER:DISPOSABALE VAPES:CALI UL20000 MIAMI MINT 6CT,e-cigarettes-vaporizer-disposabale-vapes-cali-ul20000-miami-mint-6ct,,69,60,e-cigarettes-vaporizer-disposabale-vapes-cali-ul20000-miami-mint-6ct,,1E+11,,7.41655E+11,0,5,0,1
E-CIGARETTES & VAPORIZER:DISPOSABALE VAPES:CALI UL20000 SOUR WATERMELON 6CT,e-cigarettes-vaporizer-disposabale-vapes-cali-ul20000-sour-watermelon-6ct,,69,60,e-cigarettes-vaporizer-disposabale-vapes-cali-ul20000-sour-watermelon-6ct,,1E+11,,6.59136E+11,0,5,0,1
E-CIGARETTES & VAPORIZER:DISPOSABALE VAPES:CALI UL8000 FROZEN GRAPE 6CT,e-cigarettes-vaporizer-disposabale-vapes-cali-ul8000-frozen-grape-6ct,,48,45,e-cigarettes-vaporizer-disposabale-vapes-cali-ul8000-frozen-grape-6ct,,1E+11,,6.79771E+11,0,5,0,1
E-CIGARETTES & VAPORIZER:DISPOSABALE VAPES:CALI UL8000 PINEAPPLE STRAWBERRY BANANA 6CT,e-cigarettes-vaporizer-disposabale-vapes-cali-ul8000-pineapple-strawberry-banana-6ct,,63,60,e-cigarettes-vaporizer-disposabale-vapes-cali-ul8000-pineapple-strawberry-banana-6ct,,1E+11,,6.79771E+11,0,5,0,1
E-CIGARETTES & VAPORIZER:DISPOSABALE VAPES:CALI UL8000 WATERMELON SPLASH 6CT,e-cigarettes-vaporizer-disposabale-vapes-cali-ul8000-watermelon-splash-6ct,,48,45,e-cigarettes-vaporizer-disposabale-vapes-cali-ul8000-watermelon-splash-6ct,,1E+11,,6.43782E+11,0,5,0,1
E-CIGARETTES & VAPORIZER:DISPOSABALE VAPES:FLAIR ULTRA DISPOSABLE 5% BANANA ICE 2500 PUFF,e-cigarettes-vaporizer-disposabale-vapes-flair-ultra-disposable-5-banana-ice-2500-puff,,60,55,e-cigarettes-vaporizer-disposabale-vapes-flair-ultra-disposable-5-banana-ice-2500-puff,,1E+11,,,0,5,0,1
E-CIGARETTES & VAPORIZER:DISPOSABALE VAPES:FLAIR ULTRA DISPOSABLE 5% BLACK ICE 2500 PUFF,e-cigarettes-vaporizer-disposabale-vapes-flair-ultra-disposable-5-black-ice-2500-puff,,60,55,e-cigarettes-vaporizer-disposabale-vapes-flair-ultra-disposable-5-black-ice-2500-puff,,1E+11,,,0,5,0,1
E-CIGARETTES & VAPORIZER:DISPOSABALE VAPES:FLAIR ULTRA DISPOSABLE 5% BLUEBERRY ICE 2500 PUFF,e-cigarettes-vaporizer-disposabale-vapes-flair-ultra-disposable-5-blueberry-ice-2500-puff,,60,55,e-cigarettes-vaporizer-disposabale-vapes-flair-ultra-disposable-5-blueberry-ice-2500-puff,,1E+11,,1.06569E+13,0,5,0,1
E-CIGARETTES & VAPORIZER:DISPOSABALE VAPES:FLAIR ULTRA DISPOSABLE 5% BLUERAZZ ICE 2500 PUFF,e-cigarettes-vaporizer-disposabale-vapes-flair-ultra-disposable-5-bluerazz-ice-2500-puff,,60,55,e-cigarettes-vaporizer-disposabale-vapes-flair-ultra-disposable-5-bluerazz-ice-2500-puff,,1E+11,,,0,5,0,1
E-CIGARETTES & VAPORIZER:DISPOSABALE VAPES:FLAIR ULTRA DISPOSABLE 5% CLEAR 2500 PUFF,e-cigarettes-vaporizer-disposabale-vapes-flair-ultra-disposable-5-clear-2500-puff,,60,55,e-cigarettes-vaporizer-disposabale-vapes-flair-ultra-disposable-5-clear-2500-puff,,1E+11,,1.06569E+13,0,5,0,1
E-CIGARETTES & VAPORIZER:DISPOSABALE VAPES:FLAIR ULTRA DISPOSABLE 5% COOL MINT 2500 PUFF,e-cigarettes-vaporizer-disposabale-vapes-flair-ultra-disposable-5-cool-mint-2500-puff,,60,55,e-cigarettes-vaporizer-disposabale-vapes-flair-ultra-disposable-5-cool-mint-2500-puff,,1E+11,,1.06569E+13,0,5,0,1
E-CIGARETTES & VAPORIZER:DISPOSABALE VAPES:FLAIR ULTRA DISPOSABLE 5% GRAPE ICE 2500 PUFF,e-cigarettes-vaporizer-disposabale-vapes-flair-ultra-disposable-5-grape-ice-2500-puff,,60,55,e-cigarettes-vaporizer-disposabale-vapes-flair-ultra-disposable-5-grape-ice-2500-puff,,1E+11,,1.06569E+13,0,5,0,1
E-CIGARETTES & VAPORIZER:DISPOSABALE VAPES:FLAIR ULTRA DISPOSABLE 5% GUAVA ICE 2500 PUFF,e-cigarettes-vaporizer-disposabale-vapes-flair-ultra-disposable-5-guava-ice-2500-puff,,60,55,e-cigarettes-vaporizer-disposabale-vapes-flair-ultra-disposable-5-guava-ice-2500-puff,,1E+11,,,0,5,0,1
E-CIGARETTES & VAPORIZER:DISPOSABALE VAPES:FLAIR ULTRA DISPOSABLE 5% GUAVA ICE 2500 PUFF ( 1333 ),e-cigarettes-vaporizer-disposabale-vapes-flair-ultra-disposable-5-guava-ice-2500-puff-1333,,60,55,e-cigarettes-vaporizer-disposabale-vapes-flair-ultra-disposable-5-guava-ice-2500-puff-1333,,1E+11,,,0,5,0,1
E-CIGARETTES & VAPORIZER:DISPOSABALE VAPES:FLAIR ULTRA DISPOSABLE 5% ICE WATERMELON 2500 PUFF,e-cigarettes-vaporizer-disposabale-vapes-flair-ultra-disposable-5-ice-watermelon-2500-puff,,60,55,e-cigarettes-vaporizer-disposabale-vapes-flair-ultra-disposable-5-ice-watermelon-2500-puff,,1E+11,,1.06569E+13,0,5,0,1
E-CIGARETTES & VAPORIZER:DISPOSABALE VAPES:FLAIR ULTRA DISPOSABLE 5% MENTHOL 2500 PUFF,e-cigarettes-vaporizer-disposabale-vapes-flair-ultra-disposable-5-menthol-2500-puff,,60,55,e-cigarettes-vaporizer-disposabale-vapes-flair-ultra-disposable-5-menthol-2500-puff,,1E+11,,1.06569E+13,-1,5,0,1
E-CIGARETTES & VAPORIZER:DISPOSABALE VAPES:FLAIR ULTRA DISPOSABLE 5% MIAMI MINT 2500 PUFF,e-cigarettes-vaporizer-disposabale-vapes-flair-ultra-disposable-5-miami-mint-2500-puff,,60,55,e-cigarettes-vaporizer-disposabale-vapes-flair-ultra-disposable-5-miami-mint-2500-puff,,1E+11,,,-1,5,0,1
E-CIGARETTES & VAPORIZER:DISPOSABALE VAPES:FLAIR ULTRA DISPOSABLE 5% PEACH ICE 2500 PUFF,e-cigarettes-vaporizer-disposabale-vapes-flair-ultra-disposable-5-peach-ice-2500-puff,,60,55,e-cigarettes-vaporizer-disposabale-vapes-flair-ultra-disposable-5-peach-ice-2500-puff,,1E+11,,1.06569E+13,-1,5,0,1
E-CIGARETTES & VAPORIZER:DISPOSABALE VAPES:FLAIR ULTRA DISPOSABLE 5% PEACH MANGO 2500 PUFF,e-cigarettes-vaporizer-disposabale-vapes-flair-ultra-disposable-5-peach-mango-2500-puff,,60,55,e-cigarettes-vaporizer-disposabale-vapes-flair-ultra-disposable-5-peach-mango-2500-puff,,1E+11,,,0,5,0,1
E-CIGARETTES & VAPORIZER:DISPOSABALE VAPES:FLAIR ULTRA DISPOSABLE 5% RED APPLE 2500 PUFF,e-cigarettes-vaporizer-disposabale-vapes-flair-ultra-disposable-5-red-apple-2500-puff,,60,0,e-cigarettes-vaporizer-disposabale-vapes-flair-ultra-disposable-5-red-apple-2500-puff,,1E+11,,,0,5,0,1
E-CIGARETTES & VAPORIZER:DISPOSABALE VAPES:FLAIR ULTRA DISPOSABLE 5% SMOOTH TOBACCO 2500 PUFF,e-cigarettes-vaporizer-disposabale-vapes-flair-ultra-disposable-5-smooth-tobacco-2500-puff,,60,55,e-cigarettes-vaporizer-disposabale-vapes-flair-ultra-disposable-5-smooth-tobacco-2500-puff,,1E+11,,1.06569E+13,0,5,0,1
E-CIGARETTES & VAPORIZER:DISPOSABALE VAPES:FLAIR ULTRA DISPOSABLE 5% SPLASH ICE 2500 PUFF,e-cigarettes-vaporizer-disposabale-vapes-flair-ultra-disposable-5-splash-ice-2500-puff,,60,0,e-cigarettes-vaporizer-disposabale-vapes-flair-ultra-disposable-5-splash-ice-2500-puff,,1E+11,,,0,5,0,1
E-CIGARETTES & VAPORIZER:DISPOSABALE VAPES:FLAIR ULTRA DISPOSABLE 5% SPLASH ICE 2500 PUFF ( 1336 ),e-cigarettes-vaporizer-disposabale-vapes-flair-ultra-disposable-5-splash-ice-2500-puff-1336,,60,0,e-cigarettes-vaporizer-disposabale-vapes-flair-ultra-disposable-5-splash-ice-2500-puff-1336,,1E+11,,,0,5,0,1
E-CIGARETTES & VAPORIZER:DISPOSABALE VAPES:FLAIR ULTRA DISPOSABLE 5% STRAWBERRY GUAVA ICE 2500 PUFF,e-cigarettes-vaporizer-disposabale-vapes-flair-ultra-disposable-5-strawberry-guava-ice-2500-puff,,60,55,e-cigarettes-vaporizer-disposabale-vapes-flair-ultra-disposable-5-strawberry-guava-ice-2500-puff,,1E+11,,,0,5,0,1
E-CIGARETTES & VAPORIZER:DISPOSABALE VAPES:FLAIR ULTRA DISPOSABLE 5% STRAWBERRY ICE 2500 PUFF,e-cigarettes-vaporizer-disposabale-vapes-flair-ultra-disposable-5-strawberry-ice-2500-puff,,60,55,e-cigarettes-vaporizer-disposabale-vapes-flair-ultra-disposable-5-strawberry-ice-2500-puff,,1E+11,,,0,5,0,1
E-CIGARETTES & VAPORIZER:DISPOSABALE VAPES:FLAIR ULTRA DISPOSABLE 5% STRAWBERRY KIWI 2500 PUFF,e-cigarettes-vaporizer-disposabale-vapes-flair-ultra-disposable-5-strawberry-kiwi-2500-puff,,60,55,e-cigarettes-vaporizer-disposabale-vapes-flair-ultra-disposable-5-strawberry-kiwi-2500-puff,,1E+11,,1.06569E+13,-1,5,0,1
E-CIGARETTES & VAPORIZER:DISPOSABALE VAPES:FLAIR ULTRA DISPOSABLE 5% STRAWBERRY MILKSHAKE 2500 PUFF,e-cigarettes-vaporizer-disposabale-vapes-flair-ultra-disposable-5-strawberry-milkshake-2500-puff,,60,55,e-cigarettes-vaporizer-disposabale-vapes-flair-ultra-disposable-5-strawberry-milkshake-2500-puff,,1E+11,,1.06569E+13,0,5,0,1
E-CIGARETTES & VAPORIZER:DISPOSABALE VAPES:FLAIR ULTRA DISPOSABLE 5% STRAWBERRY WATERMELON 2500 PUFF,e-cigarettes-vaporizer-disposabale-vapes-flair-ultra-disposable-5-strawberry-watermelon-2500-puff,,60,55,e-cigarettes-vaporizer-disposabale-vapes-flair-ultra-disposable-5-strawberry-watermelon-2500-puff,,1E+11,,,0,5,0,1
E-CIGARETTES & VAPORIZER:DISPOSABALE VAPES:FLAIR ULTRA DISPOSABLE 5% WATERMELON MINT 2500 PUFF,e-cigarettes-vaporizer-disposabale-vapes-flair-ultra-disposable-5-watermelon-mint-2500-puff,,60,55,e-cigarettes-vaporizer-disposabale-vapes-flair-ultra-disposable-5-watermelon-mint-2500-puff,,1E+11,,,0,5,0,1
E-CIGARETTES & VAPORIZER:DISPOSABALE VAPES:GEEK BAR 15K META MOON 6CT,e-cigarettes-vaporizer-disposabale-vapes-geek-bar-15k-meta-moon-6ct,,48,45,e-cigarettes-vaporizer-disposabale-vapes-geek-bar-15k-meta-moon-6ct,,1E+11,,8.10125E+11,0,5,0,1
E-CIGARETTES & VAPORIZER:DISPOSABALE VAPES:GEEK BAR PLUS BERRY BLISS 15K,e-cigarettes-vaporizer-disposabale-vapes-geek-bar-plus-berry-bliss-15k,,60,55,e-cigarettes-vaporizer-disposabale-vapes-geek-bar-plus-berry-bliss-15k,,1E+11,,8.10125E+11,0,5,0,1
E-CIGARETTES & VAPORIZER:DISPOSABALE VAPES:GEEK BAR PLUS FROZEN BLACKBERRY FAB 15K,e-cigarettes-vaporizer-disposabale-vapes-geek-bar-plus-frozen-blackberry-fab-15k,,60,55,e-cigarettes-vaporizer-disposabale-vapes-geek-bar-plus-frozen-blackberry-fab-15k,,1E+11,,8.10125E+11,0,5,0,1
E-CIGARETTES & VAPORIZER:DISPOSABALE VAPES:GEEK BAR PLUS FROZEN STRAWBERRY 15K,e-cigarettes-vaporizer-disposabale-vapes-geek-bar-plus-frozen-strawberry-15k,,60,55,e-cigarettes-vaporizer-disposabale-vapes-geek-bar-plus-frozen-strawberry-15k,,1E+11,,8.10125E+11,0,5,0,1
E-CIGARETTES & VAPORIZER:DISPOSABALE VAPES:GEEK BAR PLUSE BLACKMINTZ 15K,e-cigarettes-vaporizer-disposabale-vapes-geek-bar-pluse-blackmintz-15k,,65,55,e-cigarettes-vaporizer-disposabale-vapes-geek-bar-pluse-blackmintz-15k,,1E+11,,8.10164E+11,0,5,0,1
E-CIGARETTES & VAPORIZER:DISPOSABALE VAPES:GEEK BAR PLUSE BLUE RAZZ ICE 15K,e-cigarettes-vaporizer-disposabale-vapes-geek-bar-pluse-blue-razz-ice-15k,,60,55,e-cigarettes-vaporizer-disposabale-vapes-geek-bar-pluse-blue-razz-ice-15k,,1E+11,,8.10125E+11,0,5,0,1
E-CIGARETTES & VAPORIZER:DISPOSABALE VAPES:GEEK BAR PLUSE CALIFORNIA CHERRY 15K,e-cigarettes-vaporizer-disposabale-vapes-geek-bar-pluse-california-cherry-15k,,70,55,e-cigarettes-vaporizer-disposabale-vapes-geek-bar-pluse-california-cherry-15k,,1E+11,,8.10125E+11,0,5,0,1
E-CIGARETTES & VAPORIZER:DISPOSABALE VAPES:GEEK BAR PLUSE DROP SOUR SAERS 15K,e-cigarettes-vaporizer-disposabale-vapes-geek-bar-pluse-drop-sour-saers-15k,,65,55,e-cigarettes-vaporizer-disposabale-vapes-geek-bar-pluse-drop-sour-saers-15k,,1E+11,,8.10164E+11,0,5,0,1
E-CIGARETTES & VAPORIZER:DISPOSABALE VAPES:GEEK BAR PLUSE GRAPE BLOW BURST 15K,e-cigarettes-vaporizer-disposabale-vapes-geek-bar-pluse-grape-blow-burst-15k,,60,55,e-cigarettes-vaporizer-disposabale-vapes-geek-bar-pluse-grape-blow-burst-15k,,1E+11,,8.10125E+11,0,5,0,1
E-CIGARETTES & VAPORIZER:DISPOSABALE VAPES:GEEK BAR PLUSE JUICY PEACH  ICE 15K,e-cigarettes-vaporizer-disposabale-vapes-geek-bar-pluse-juicy-peach-ice-15k,,60,55,e-cigarettes-vaporizer-disposabale-vapes-geek-bar-pluse-juicy-peach-ice-15k,,1E+11,,8.10125E+11,0,5,0,1
E-CIGARETTES & VAPORIZER:DISPOSABALE VAPES:GEEK BAR PLUSE MEXICO MANGO 15K,e-cigarettes-vaporizer-disposabale-vapes-geek-bar-pluse-mexico-mango-15k,,65,55,e-cigarettes-vaporizer-disposabale-vapes-geek-bar-pluse-mexico-mango-15k,,1E+11,,8.10125E+11,-1,5,0,1
